Vg Vd w_enc_g w_enc_d time
-0.295890410958915 8.34239999999999 -39.7660536803804 210.258373145178 5.34
-0.0887671232876697 8.25599999999999 -34.7142900371216 208.151033860702 5.35
0.11835616438356 8.16959999999999 -29.6625236925529 206.043696990714 5.36
0.325479452054789 8.08319999999999 -24.6107549556348 203.936362276126 5.37
0.532602739726018 7.99679999999999 -19.5589840994549 201.829029485047 5.38
0.739726027397246 7.9104 -14.507211365483 199.721698410044 5.39
0.946849315068492 7.82399999999999 -9.4554369673068 197.614368865647 5.4
1.15397260273972 7.73759999999999 -4.4036610939155 195.507040686096 5.41
1.36109589041095 7.65119999999999 0.648116087417996 193.399713723309 5.42
1.56821917808218 7.5648 5.69989442859695 191.292387845041 5.43
1.77534246575342 7.47839999999999 10.7516737984676 189.185062933235 5.44
1.98246575342465 7.39199999999999 15.8034540808495 187.077738882532 5.45
2.18958904109588 7.30559999999999 20.8552351728039 184.970415598932 5.46
2.39671232876711 7.2192 25.9070169831027 182.86309299859 5.47
2.60383561643836 7.13279999999999 30.95879943088 180.75577100674 5.48
2.81095890410958 7.04639999999999 36.0105824444396 178.648449556728 5.49
3.01808219178081 6.95999999999999 41.0623659602057 176.54112858914 5.5
3.22520547945204 6.87359999999999 46.1141499217927 174.43380805103 5.51
3.43232876712329 6.78719999999999 51.1659342791842 172.326487895222 5.52
3.63945205479452 6.70079999999999 56.2177189880054 170.219168079692 5.53
3.84657534246575 6.61439999999999 61.2695040088842 168.111848567004 5.54
4.05369863013697 6.52799999999999 66.3212893068805 166.004529323822 5.55
4.26082191780822 6.44159999999999 71.3730748509849 163.897210320459 5.56
4.46794520547945 6.35519999999999 76.4248606136715 161.789891530483 5.57
4.67506849315068 6.26879999999999 81.4766465705063 159.682572930364 5.58
4.88219178082191 6.18239999999999 86.5284326997966 157.575254499154 5.59
5.08931506849315 6.09599999999999 91.5802189822821 155.46793621821 5.6
5.29643835616438 6.00959999999999 96.6320054008595 153.360618070938 5.61
5.50356164383561 5.92319999999999 101.683791940341 151.253300042571 5.62
5.71068493150684 5.83679999999999 106.73557858724 149.14598211997 5.63
5.91780821917807 5.7504 111.787365329577 147.038664291443 5.64
6.12493150684931 5.66399999999999 116.839152156711 144.931346546585 5.65
